CHR/ IB Item ID,Customer Name,Site Name,Customer location (Country),Project/ BAU,FEB Reference,Task Received Date,month,Task Accept Date,Request place date,Task close date,Date of Install,INSTALL TIME,CHR Value,Curr.,Converted to USD,Duration Hour,Additional hrs,quote received,Neeco- Basic,Neeco - addi,SGS-Basic,SGS - addi,NSC- Basic,Travel/cable /nuts,NSC - addi,Supplier,Basic Hrs,Additional hrs ,Curr. ,Basic saving,Cost optimization,Additional hrs  ,Final Charges,FE received Date- Vendor,FE details shared - Requestor,FE Name,FE Contact No.,Task Regarding,Requestor name,PO NO,Remarks,IN TIME,OUT TIME,closed,Quote ETA,"Request received, validated - Accepted/Rejected",Order placing to vendors,Expected ETA from vendor,Provide ETA & FE details to internal team,Closer Measurement,Task Acceptance,FE closure,quote received date,SVR Received date,PO Created date,CLOSURE STATUS
CHR001001108,Huawei,Huawei - Singapore,Singapore,Project,FEB8542895911,04/17/2024,Apr-2024,04/18/2024,04/18/2024,04/21/2024,04/19/2024,15:30,674.5,USD,674.5,8.0,2.5,04/18/2024,404.7,75.0,0.0,0.0,0.0,14.23,0.0,Neeco,8.0,2.5,USD,88.86,88.86,2.5,585.64,04/18/2024,04/19/2024,Sophie Martin,+11 751 9876,FE detail Received,Rahul,4516072589,,15:30,23:30,04/21/2024,2,MET,MET,Not Met,Not Met,MET,MET,MET,04/18/2024,04/21/2024,04/18/2024,OPEN TASK
CHR001001109,Seven For All Mankind,Seven For All Mankind - Kenya,Kenya,Project,FEB2915101294,04/06/2024,Apr-2024,04/07/2024,04/07/2024,04/17/2024,04/15/2024,11:45,456.28,USD,456.28,3.5,0.6,04/07/2024,0.0,0.0,273.77,18.0,0.0,33.41,0.0,SGS,3.5,0.6,USD,186.38,186.38,0.6,269.9,04/07/2024,04/08/2024,James Osei,+89 617 1191,FE detail Received,Supriya,4577682486,,11:45,14:45,04/17/2024,1,Not Met,MET,Not Met,Not Met,MET,MET,MET,04/07/2024,04/17/2024,04/07/2024,CANCELLED
CHR001001110,Cisco Systems,Cisco Systems - Germany,Germany,Project,FEB8596809497,05/16/2024,May-2024,05/16/2024,05/16/2024,05/24/2024,05/24/2024,08:15,704.54,USD,704.54,9.8,2.1,05/16/2024,422.72,63.0,0.0,0.0,0.0,42.37,0.0,Neeco,9.8,2.1,USD,97.52,97.52,2.1,607.02,05/16/2024,05/17/2024,Maria Santos,+56 986 6383,FE detail Received,Rahul,4538218265,,08:15,17:15,05/24/2024,1,Not Met,Not Met,MET,MET,MET,Not Met,MET,05/16/2024,05/24/2024,05/16/2024,TASK CLOSE
CHR001001111,Vodafone Italia,Vodafone Italia - Australia,Australia,Project,FEB9367306390,04/06/2024,Apr-2024,04/06/2024,04/06/2024,04/18/2024,04/14/2024,15:30,1054.3,USD,1054.3,14.7,4.0,04/06/2024,0.0,0.0,0.0,0.0,632.58,79.57,120.0,NSC,14.7,4.0,USD,4.14,4.14,4.0,1050.16,04/06/2024,04/07/2024,David Kimani,+6 664 6168,FE detail Received,Rahul,4578869512,,15:30,23:30,04/18/2024,2,MET,Not Met,Not Met,MET,MET,Not Met,Not Met,04/06/2024,04/18/2024,04/06/2024,OPEN TASK
CHR001001112,Vodafone Italia,Vodafone Italia - UK,UK,Project,FEB1841099081,12/31/2024,Dec-2024,01/01/2025,01/01/2025,01/07/2025,01/04/2025,17:45,586.94,USD,586.94,12.2,5.1,01/01/2025,0.0,0.0,0.0,0.0,352.16,11.49,153.0,NSC,12.2,5.1,USD,6.52,6.52,5.1,580.42,01/01/2025,01/02/2025,Elena Ivanova,+77 942 3705,FE detail Received,Anandhy,4548078997,,17:45,23:45,01/07/2025,4,MET,Not Met,Not Met,MET,Not Met,MET,MET,01/01/2025,01/07/2025,01/01/2025,TASK CLOSE
CHR001001113,Airtel Africa,Airtel Africa - Kenya,Kenya,BAU,FEB2255016153,05/20/2024,May-2024,05/20/2024,05/20/2024,05/28/2024,05/23/2024,13:00,518.03,USD,518.03,10.6,5.7,05/20/2024,0.0,0.0,0.0,0.0,310.82,24.03,171.0,NSC,10.6,5.7,USD,27.92,27.92,5.7,490.11,05/20/2024,05/21/2024,Rania Mostafa,+86 644 3294,FE detail Received,Rahul,4505232080,,13:00,23:00,05/28/2024,4,Not Met,MET,Not Met,MET,Not Met,MET,Not Met,05/20/2024,05/28/2024,05/20/2024,TASK CLOSE
CHR001001114,SGS S.A.,SGS S.A. - Australia,Australia,Project,FEB8215154708,01/29/2024,Jan-2024,01/30/2024,01/30/2024,02/08/2024,02/04/2024,16:15,574.57,USD,574.57,3.2,0.4,01/30/2024,0.0,0.0,344.74,12.0,0.0,26.57,0.0,SGS,3.2,0.4,USD,80.69,80.69,0.4,493.88,01/30/2024,01/31/2024,Ismail Ahmed,+14 483 2386,FE detail Received,Priya,4521047224,,16:15,19:15,02/08/2024,4,MET,MET,Not Met,Not Met,MET,MET,MET,01/30/2024,02/08/2024,01/30/2024,TASK CLOSE
CHR001001115,Huawei,Huawei - Indonesia,Indonesia,BAU,FEB3204615377,06/30/2024,Jun-2024,06/30/2024,06/30/2024,07/11/2024,07/09/2024,13:00,658.61,USD,658.61,5.1,1.7,06/30/2024,395.17,51.0,0.0,0.0,0.0,50.26,0.0,Neeco,5.1,1.7,USD,26.34,26.34,1.7,632.27,06/30/2024,07/01/2024,Amir Khan,+94 844 6379,FE detail Received,Deepa,4540712450,,13:00,18:00,07/11/2024,3,MET,MET,MET,Not Met,Not Met,Not Met,Not Met,06/30/2024,07/11/2024,06/30/2024,OPEN TASK
CHR001001116,Ericsson,Ericsson - Singapore,Singapore,Project,FEB9290493116,05/24/2024,May-2024,05/26/2024,05/26/2024,06/02/2024,05/28/2024,13:00,453.13,USD,453.13,5.4,0.7,05/26/2024,0.0,0.0,271.88,21.0,0.0,34.27,0.0,SGS,5.4,0.7,USD,85.6,85.6,0.7,367.53,05/26/2024,05/27/2024,Chen Wei,+46 715 4446,FE detail Received,Sonali,4544646354,,13:00,18:00,06/02/2024,5,MET,Not Met,MET,MET,MET,MET,MET,05/26/2024,06/02/2024,05/26/2024,TASK CLOSE
CHR001001117,Nokia Networks,Nokia Networks - USA,USA,BAU,FEB8952243124,06/17/2024,Jun-2024,06/18/2024,06/18/2024,06/29/2024,06/26/2024,16:45,690.06,USD,690.06,12.3,5.7,06/18/2024,0.0,0.0,0.0,0.0,414.04,61.57,171.0,NSC,12.3,5.7,USD,6.31,6.31,5.7,683.75,06/18/2024,06/19/2024,Mohammed Al-Farsi,+32 594 8699,FE detail Received,Priya,4505172413,,16:45,23:45,06/29/2024,1,MET,Not Met,Not Met,Not Met,MET,Not Met,MET,06/18/2024,06/29/2024,06/18/2024,OPEN TASK
CHR001001118,Deutsche Telekom,Deutsche Telekom - Singapore,Singapore,BAU,FEB5956555531,10/18/2024,Oct-2024,10/20/2024,10/20/2024,10/30/2024,10/27/2024,18:45,1091.82,USD,1091.82,15.0,5.7,10/20/2024,0.0,0.0,0.0,0.0,655.09,35.48,171.0,NSC,15.0,5.7,USD,39.4,39.4,5.7,1052.42,10/20/2024,10/21/2024,Amara Diallo,+29 451 1489,FE detail Received,Anandhy,4560452086,,18:45,23:45,10/30/2024,4,MET,MET,Not Met,MET,MET,MET,MET,10/20/2024,10/30/2024,10/20/2024,OPEN TASK
CHR001001119,Nokia Networks,Nokia Networks - Indonesia,Indonesia,BAU,FEB6750896034,03/16/2024,Mar-2024,03/18/2024,03/18/2024,03/29/2024,03/26/2024,18:00,582.57,USD,582.57,3.4,0.8,03/18/2024,0.0,0.0,349.54,24.0,0.0,77.23,0.0,SGS,3.4,0.8,USD,65.48,65.48,0.8,517.09,03/18/2024,03/19/2024,Fatihaqul Ihsan,+44 669 4942,FE detail Received,Deepa,4538894962,,18:00,21:00,03/29/2024,3,MET,Not Met,Not Met,MET,MET,MET,Not Met,03/18/2024,03/29/2024,03/18/2024,TASK CLOSE
CHR001001120,Cisco Systems,Cisco Systems - Kenya,Kenya,BAU,FEB3493353839,10/12/2024,Oct-2024,10/14/2024,10/14/2024,10/19/2024,10/18/2024,17:30,663.21,USD,663.21,6.2,2.9,10/14/2024,397.93,87.0,0.0,0.0,0.0,12.1,0.0,Neeco,6.2,2.9,USD,64.84,64.84,2.9,598.37,10/14/2024,10/15/2024,Ivan Petrov,+54 877 1832,FE detail Received,Sonali,4526967434,,17:30,23:30,10/19/2024,1,MET,MET,MET,MET,MET,Not Met,Not Met,10/14/2024,10/19/2024,10/14/2024,TASK CLOSE
CHR001001121,Huawei,Huawei - Kenya,Kenya,BAU,FEB5207001065,08/21/2024,Aug-2024,08/23/2024,08/23/2024,08/28/2024,08/27/2024,08:30,418.49,USD,418.49,6.3,1.8,08/23/2024,251.09,54.0,0.0,0.0,0.0,12.34,0.0,Neeco,6.3,1.8,USD,74.4,74.4,1.8,344.09,08/23/2024,08/24/2024,Ivan Petrov,+48 909 4226,FE detail Received,Priya,4510506415,,08:30,14:30,08/28/2024,1,MET,Not Met,MET,MET,MET,Not Met,Not Met,08/23/2024,08/28/2024,08/23/2024,TASK CLOSE
CHR001001122,Huawei,Huawei - Germany,Germany,BAU,FEB9859589451,12/28/2024,Dec-2024,12/28/2024,12/28/2024,01/06/2025,01/01/2025,16:45,497.2,USD,497.2,5.3,2.1,12/28/2024,298.32,63.0,0.0,0.0,0.0,47.26,0.0,Neeco,5.3,2.1,USD,38.9,38.9,2.1,458.3,12/28/2024,12/29/2024,Joel Macharia,+28 640 5868,FE detail Received,Sonali,4560370420,,16:45,21:45,01/06/2025,5,MET,Not Met,Not Met,MET,MET,MET,MET,12/28/2024,01/06/2025,12/28/2024,OPEN TASK
CHR001001123,Vodafone Italia,Vodafone Italia - Indonesia,Indonesia,BAU,FEB6401596467,10/05/2024,Oct-2024,10/05/2024,10/05/2024,10/14/2024,10/10/2024,12:30,355.9,USD,355.9,4.8,0.2,10/05/2024,0.0,0.0,213.54,6.0,0.0,55.38,0.0,SGS,4.8,0.2,USD,172.43,172.43,0.2,183.47,10/05/2024,10/06/2024,Chen Wei,+25 884 3727,FE detail Received,Deepa,4566424984,,12:30,16:30,10/14/2024,5,Not Met,MET,MET,Not Met,MET,MET,MET,10/05/2024,10/14/2024,10/05/2024,TASK CLOSE
CHR001001124,Ericsson,Ericsson - Kenya,Kenya,BAU,FEB6699578205,08/30/2024,Aug-2024,08/31/2024,08/31/2024,09/07/2024,09/05/2024,11:30,555.27,USD,555.27,7.7,1.3,08/31/2024,333.16,39.0,0.0,0.0,0.0,66.57,0.0,Neeco,7.7,1.3,USD,85.24,85.24,1.3,470.03,08/31/2024,09/01/2024,Ali Hassan,+52 418 3362,FE detail Received,Anandhy,4582550617,,11:30,18:30,09/07/2024,3,MET,MET,MET,Not Met,Not Met,MET,MET,08/31/2024,09/07/2024,08/31/2024,TASK CLOSE
CHR001001125,Cisco Systems,Cisco Systems - Australia,Australia,BAU,FEB6438672758,05/17/2024,May-2024,05/19/2024,05/19/2024,05/29/2024,05/26/2024,10:15,455.81,USD,455.81,3.7,1.0,05/19/2024,0.0,0.0,273.49,30.0,0.0,49.21,0.0,SGS,3.7,1.0,USD,70.87,70.87,1.0,384.94,05/19/2024,05/20/2024,Anna Kowalski,+18 290 1859,FE detail Received,Anandhy,4562775027,,10:15,13:15,05/29/2024,2,MET,Not Met,Not Met,MET,Not Met,Not Met,MET,05/19/2024,05/29/2024,05/19/2024,TASK CLOSE
CHR001001126,Ericsson,Ericsson - China,China,Project,FEB8140779790,07/30/2024,Jul-2024,07/31/2024,07/31/2024,08/10/2024,08/05/2024,18:30,530.71,USD,530.71,9.3,2.0,07/31/2024,318.43,60.0,0.0,0.0,0.0,55.62,0.0,Neeco,9.3,2.0,USD,66.73,66.73,2.0,463.98,07/31/2024,08/01/2024,Maria Santos,+86 909 7092,FE detail Received,Deepa,4561790456,,18:30,23:30,08/10/2024,5,MET,MET,MET,MET,MET,MET,MET,07/31/2024,08/10/2024,07/31/2024,TASK CLOSE
CHR001001127,Nokia Networks,Nokia Networks - UK,UK,BAU,FEB9086608821,11/29/2024,Nov-2024,11/30/2024,11/30/2024,12/10/2024,12/05/2024,14:30,364.45,USD,364.45,3.0,0.6,11/30/2024,0.0,0.0,218.67,18.0,0.0,65.97,0.0,SGS,3.0,0.6,USD,66.11,66.11,0.6,298.34,11/30/2024,12/01/2024,Fatihaqul Ihsan,+23 143 2006,FE detail Received,Sonali,4520256883,,14:30,17:30,12/10/2024,1,Not Met,MET,MET,MET,MET,MET,MET,11/30/2024,12/10/2024,11/30/2024,TASK CLOSE
CHR001001128,Vodafone Italia,Vodafone Italia - Indonesia,Indonesia,Project,FEB7645732365,05/07/2024,May-2024,05/08/2024,05/08/2024,05/15/2024,05/10/2024,11:15,458.3,USD,458.3,4.3,0.6,05/08/2024,0.0,0.0,274.98,18.0,0.0,13.48,0.0,SGS,4.3,0.6,USD,144.1,144.1,0.6,314.2,05/08/2024,05/09/2024,Priya Singh,+12 740 5310,FE detail Received,Anandhy,4524914792,,11:15,15:15,05/15/2024,2,MET,MET,Not Met,Not Met,Not Met,MET,MET,05/08/2024,05/15/2024,05/08/2024,TASK CLOSE
CHR001001129,Nokia Networks,Nokia Networks - Indonesia,Indonesia,BAU,FEB2561780638,12/09/2024,Dec-2024,12/11/2024,12/11/2024,12/14/2024,12/12/2024,15:00,438.32,USD,438.32,4.8,1.4,12/11/2024,262.99,42.0,0.0,0.0,0.0,18.88,0.0,Neeco,4.8,1.4,USD,97.64,97.64,1.4,340.68,12/11/2024,12/12/2024,Yuki Tanaka,+11 641 5378,FE detail Received,Sonali,4561623125,,15:00,19:00,12/14/2024,3,MET,Not Met,MET,MET,Not Met,MET,Not Met,12/11/2024,12/14/2024,12/11/2024,TASK CLOSE
CHR001001130,Vodafone Italia,Vodafone Italia - USA,USA,Project,FEB2573162304,12/26/2024,Dec-2024,12/26/2024,12/26/2024,01/05/2025,01/01/2025,08:45,445.23,USD,445.23,7.7,1.2,12/26/2024,267.14,36.0,0.0,0.0,0.0,25.46,0.0,Neeco,7.7,1.2,USD,23.58,23.58,1.2,421.65,12/26/2024,12/27/2024,Ivan Petrov,+55 178 1177,FE detail Received,Priya,4520554468,,08:45,15:45,01/05/2025,2,MET,MET,MET,MET,Not Met,MET,MET,12/26/2024,01/05/2025,12/26/2024,OPEN TASK
CHR001001131,Deutsche Telekom,Deutsche Telekom - Kenya,Kenya,BAU,FEB6159313645,08/16/2024,Aug-2024,08/16/2024,08/16/2024,08/19/2024,08/19/2024,08:15,337.88,USD,337.88,3.1,0.1,08/16/2024,0.0,0.0,202.73,3.0,0.0,16.05,0.0,SGS,3.1,0.1,USD,102.71,102.71,0.1,235.17,08/16/2024,08/17/2024,Lucas Silva,+53 464 6566,FE detail Received,Priya,4502975695,,08:15,11:15,08/19/2024,4,Not Met,MET,MET,MET,MET,MET,MET,08/16/2024,08/19/2024,08/16/2024,TASK CLOSE
CHR001001132,Vodafone Italia,Vodafone Italia - Indonesia,Indonesia,Project,FEB5473935534,12/11/2024,Dec-2024,12/11/2024,12/11/2024,12/23/2024,12/18/2024,18:45,457.59,USD,457.59,9.3,2.5,12/11/2024,274.55,75.0,0.0,0.0,0.0,50.53,0.0,Neeco,9.3,2.5,USD,92.27,92.27,2.5,365.32,12/11/2024,12/12/2024,Sophie Martin,+41 573 2245,FE detail Received,Deepa,4509529189,,18:45,23:45,12/23/2024,2,MET,MET,Not Met,MET,MET,Not Met,MET,12/11/2024,12/23/2024,12/11/2024,CANCELLED
CHR001001133,Seven For All Mankind,Seven For All Mankind - China,China,Project,FEB6715944594,05/03/2024,May-2024,05/04/2024,05/04/2024,05/12/2024,05/08/2024,13:00,1143.33,USD,1143.33,14.0,5.0,05/04/2024,0.0,0.0,0.0,0.0,686.0,67.24,150.0,NSC,14.0,5.0,USD,29.14,29.14,5.0,1114.19,05/04/2024,05/05/2024,Rania Mostafa,+57 695 5862,FE detail Received,Anandhy,4519499181,,13:00,23:00,05/12/2024,1,MET,MET,MET,MET,MET,MET,Not Met,05/04/2024,05/12/2024,05/04/2024,TASK CLOSE
CHR001001134,Ericsson,Ericsson - UK,UK,Project,FEB1423167061,06/20/2024,Jun-2024,06/22/2024,06/22/2024,07/03/2024,06/28/2024,16:00,1004.52,USD,1004.52,7.1,2.1,06/22/2024,0.0,0.0,0.0,0.0,602.71,52.48,63.0,NSC,7.1,2.1,USD,35.5,35.5,2.1,969.02,06/22/2024,06/23/2024,Amara Diallo,+25 391 7411,FE detail Received,Deepa,4548992789,,16:00,23:00,07/03/2024,2,MET,MET,Not Met,MET,Not Met,MET,Not Met,06/22/2024,07/03/2024,06/22/2024,TASK CLOSE
CHR001001135,SGS S.A.,SGS S.A. - India,India,BAU,FEB8672055970,08/26/2024,Aug-2024,08/28/2024,08/28/2024,08/29/2024,08/29/2024,18:15,512.72,USD,512.72,7.5,2.1,08/28/2024,307.63,63.0,0.0,0.0,0.0,10.75,0.0,Neeco,7.5,2.1,USD,22.64,22.64,2.1,490.08,08/28/2024,08/29/2024,Fatima Al-Rashid,+96 376 8222,FE detail Received,Renuka,4514941000,,18:15,23:15,08/29/2024,2,MET,Not Met,MET,MET,MET,MET,Not Met,08/28/2024,08/29/2024,08/28/2024,CANCELLED
CHR001001136,Huawei,Huawei - China,China,BAU,FEB4012682940,08/28/2024,Aug-2024,08/28/2024,08/28/2024,09/10/2024,09/05/2024,15:15,766.48,USD,766.48,14.4,4.2,08/28/2024,0.0,0.0,0.0,0.0,459.89,78.67,126.0,NSC,14.4,4.2,USD,30.22,30.22,4.2,736.26,08/28/2024,08/29/2024,Lin Xiaoming,+88 455 6948,FE detail Received,Deepa,4579143084,,15:15,23:15,09/10/2024,1,Not Met,MET,MET,MET,Not Met,MET,MET,08/28/2024,09/10/2024,08/28/2024,TASK CLOSE
CHR001001137,Huawei,Huawei - USA,USA,BAU,FEB8906763723,04/18/2024,Apr-2024,04/19/2024,04/19/2024,04/29/2024,04/24/2024,12:30,999.37,USD,999.37,11.0,4.1,04/19/2024,0.0,0.0,0.0,0.0,599.62,42.7,122.99999999999999,NSC,11.0,4.1,USD,40.07,40.07,4.1,959.3,04/19/2024,04/20/2024,Sarah Johnson,+85 609 7261,FE detail Received,Deepa,4549482210,,12:30,23:30,04/29/2024,1,MET,MET,Not Met,MET,MET,MET,MET,04/19/2024,04/29/2024,04/19/2024,OPEN TASK
CHR001001138,Seven For All Mankind,Seven For All Mankind - UK,UK,Project,FEB4715630017,11/30/2024,Nov-2024,12/02/2024,12/02/2024,12/08/2024,12/05/2024,09:00,612.08,USD,612.08,7.1,4.6,12/02/2024,0.0,0.0,0.0,0.0,367.25,61.77,138.0,NSC,7.1,4.6,USD,19.15,19.15,4.6,592.93,12/02/2024,12/03/2024,Elena Ivanova,+4 720 4609,FE detail Received,Supriya,4500433223,,09:00,16:00,12/08/2024,5,MET,MET,Not Met,MET,Not Met,MET,MET,12/02/2024,12/08/2024,12/02/2024,OPEN TASK
CHR001001139,Vodafone Italia,Vodafone Italia - USA,USA,BAU,FEB5658436786,01/26/2024,Jan-2024,01/26/2024,01/26/2024,02/01/2024,01/29/2024,15:45,869.17,USD,869.17,12.9,4.7,01/26/2024,0.0,0.0,0.0,0.0,521.5,56.97,141.0,NSC,12.9,4.7,USD,23.09,23.09,4.7,846.08,01/26/2024,01/27/2024,Sarah Johnson,+60 237 7319,FE detail Received,Priya,4517373433,,15:45,23:45,02/01/2024,1,MET,MET,MET,Not Met,Not Met,MET,Not Met,01/26/2024,02/01/2024,01/26/2024,OPEN TASK
CHR001001140,Cisco Systems,Cisco Systems - India,India,BAU,FEB5170131415,01/15/2024,Jan-2024,01/16/2024,01/16/2024,01/25/2024,01/24/2024,08:30,753.41,USD,753.41,12.4,5.8,01/16/2024,0.0,0.0,0.0,0.0,452.05,35.79,174.0,NSC,12.4,5.8,USD,8.36,8.36,5.8,745.05,01/16/2024,01/17/2024,Pedro Alves,+31 976 8529,FE detail Received,Deepa,4537890884,,08:30,20:30,01/25/2024,5,Not Met,MET,MET,MET,MET,Not Met,Not Met,01/16/2024,01/25/2024,01/16/2024,OPEN TASK
CHR001001141,Nokia Networks,Nokia Networks - UK,UK,Project,FEB3607959128,05/16/2024,May-2024,05/18/2024,05/18/2024,05/30/2024,05/27/2024,12:45,616.54,USD,616.54,7.8,1.4,05/18/2024,369.92,42.0,0.0,0.0,0.0,36.17,0.0,Neeco,7.8,1.4,USD,60.77,60.77,1.4,555.77,05/18/2024,05/19/2024,Maria Santos,+79 737 6457,FE detail Received,Rahul,4573828623,,12:45,19:45,05/30/2024,3,MET,MET,MET,MET,MET,MET,Not Met,05/18/2024,05/30/2024,05/18/2024,TASK CLOSE
CHR001001142,Airtel Africa,Airtel Africa - Indonesia,Indonesia,BAU,FEB6200427430,03/15/2024,Mar-2024,03/15/2024,03/15/2024,03/21/2024,03/17/2024,09:45,756.82,USD,756.82,5.2,2.4,03/15/2024,454.09,72.0,0.0,0.0,0.0,26.73,0.0,Neeco,5.2,2.4,USD,28.95,28.95,2.4,727.87,03/15/2024,03/16/2024,Maria Santos,+5 317 2250,FE detail Received,Anandhy,4574506012,,09:45,14:45,03/21/2024,4,MET,MET,MET,MET,MET,MET,MET,03/15/2024,03/21/2024,03/15/2024,OPEN TASK
CHR001001143,SGS S.A.,SGS S.A. - UAE,UAE,BAU,FEB3530739768,04/30/2024,Apr-2024,05/01/2024,05/01/2024,05/08/2024,05/07/2024,09:15,595.03,USD,595.03,10.2,2.7,05/01/2024,0.0,0.0,0.0,0.0,357.02,30.33,81.0,NSC,10.2,2.7,USD,25.21,25.21,2.7,569.82,05/01/2024,05/02/2024,Nadia Benali,+48 225 8406,FE detail Received,Anandhy,4576582679,,09:15,19:15,05/08/2024,2,Not Met,MET,MET,MET,Not Met,Not Met,Not Met,05/01/2024,05/08/2024,05/01/2024,TASK CLOSE
CHR001001144,Airtel Africa,Airtel Africa - UK,UK,Project,FEB3416107731,01/05/2024,Jan-2024,01/05/2024,01/05/2024,01/20/2024,01/15/2024,18:45,737.6,USD,737.6,5.7,2.4,01/05/2024,442.56,72.0,0.0,0.0,0.0,42.11,0.0,Neeco,5.7,2.4,USD,97.23,97.23,2.4,640.37,01/05/2024,01/06/2024,Ali Hassan,+27 175 3056,FE detail Received,Rahul,4540435523,,18:45,23:45,01/20/2024,2,MET,MET,MET,MET,Not Met,MET,Not Met,01/05/2024,01/20/2024,01/05/2024,TASK CLOSE
CHR001001145,Airtel Africa,Airtel Africa - Kenya,Kenya,Project,FEB9554764487,09/10/2024,Sep-2024,09/11/2024,09/11/2024,09/16/2024,09/12/2024,13:45,610.54,USD,610.54,7.4,5.9,09/11/2024,0.0,0.0,0.0,0.0,366.32,23.05,177.0,NSC,7.4,5.9,USD,29.58,29.58,5.9,580.96,09/11/2024,09/12/2024,Sarah Johnson,+79 362 4228,FE detail Received,Anandhy,4577392345,,13:45,20:45,09/16/2024,1,MET,MET,Not Met,MET,Not Met,Not Met,Not Met,09/11/2024,09/16/2024,09/11/2024,TASK CLOSE
CHR001001146,Airtel Africa,Airtel Africa - Singapore,Singapore,BAU,FEB8980510767,06/15/2024,Jun-2024,06/15/2024,06/15/2024,06/26/2024,06/22/2024,08:30,576.82,USD,576.82,5.0,0.2,06/15/2024,0.0,0.0,346.09,6.0,0.0,64.57,0.0,SGS,5.0,0.2,USD,157.53,157.53,0.2,419.29,06/15/2024,06/16/2024,Anna Kowalski,+76 585 5267,FE detail Received,Priya,4525897497,,08:30,13:30,06/26/2024,3,MET,MET,MET,Not Met,Not Met,MET,MET,06/15/2024,06/26/2024,06/15/2024,TASK CLOSE
CHR001001147,Ericsson,Ericsson - Kenya,Kenya,BAU,FEB7565584976,10/06/2024,Oct-2024,10/08/2024,10/08/2024,10/21/2024,10/18/2024,15:30,492.45,USD,492.45,4.4,0.9,10/08/2024,0.0,0.0,295.47,27.0,0.0,65.76,0.0,SGS,4.4,0.9,USD,86.81,86.81,0.9,405.64,10/08/2024,10/09/2024,Anna Kowalski,+82 179 2650,FE detail Received,Renuka,4543614153,,15:30,19:30,10/21/2024,4,MET,MET,MET,MET,Not Met,MET,MET,10/08/2024,10/21/2024,10/08/2024,TASK CLOSE
CHR001001148,Deutsche Telekom,Deutsche Telekom - UK,UK,Project,FEB8701076984,12/17/2024,Dec-2024,12/17/2024,12/17/2024,12/25/2024,12/24/2024,11:30,1136.01,USD,1136.01,9.0,5.8,12/17/2024,0.0,0.0,0.0,0.0,681.61,53.61,174.0,NSC,9.0,5.8,USD,6.17,6.17,5.8,1129.84,12/17/2024,12/18/2024,Sarah Johnson,+90 273 3360,FE detail Received,Rahul,4533548871,,11:30,20:30,12/25/2024,5,MET,MET,Not Met,Not Met,MET,MET,Not Met,12/17/2024,12/25/2024,12/17/2024,TASK CLOSE
CHR001001149,Deutsche Telekom,Deutsche Telekom - China,China,BAU,FEB2535323606,07/16/2024,Jul-2024,07/17/2024,07/17/2024,07/22/2024,07/18/2024,17:00,377.76,USD,377.76,5.7,0.8,07/17/2024,0.0,0.0,226.66,24.0,0.0,37.38,0.0,SGS,5.7,0.8,USD,168.71,168.71,0.8,209.05,07/17/2024,07/18/2024,Chen Wei,+44 236 2221,FE detail Received,Sonali,4584880211,,17:00,22:00,07/22/2024,1,MET,MET,MET,MET,MET,MET,MET,07/17/2024,07/22/2024,07/17/2024,TASK CLOSE
CHR001001150,Cisco Systems,Cisco Systems - UAE,UAE,Project,FEB6978876884,02/04/2024,Feb-2024,02/05/2024,02/05/2024,02/14/2024,02/14/2024,11:15,375.93,USD,375.93,5.6,0.3,02/05/2024,0.0,0.0,225.56,9.0,0.0,61.16,0.0,SGS,5.6,0.3,USD,68.28,68.28,0.3,307.65,02/05/2024,02/06/2024,Lucas Silva,+2 243 9485,FE detail Received,Sonali,4580165869,,11:15,16:15,02/14/2024,1,MET,MET,Not Met,MET,Not Met,MET,MET,02/05/2024,02/14/2024,02/05/2024,TASK CLOSE
CHR001001151,Hilton Hotels,Hilton Hotels - Australia,Australia,Project,FEB7904607788,12/07/2024,Dec-2024,12/08/2024,12/08/2024,12/20/2024,12/16/2024,09:00,398.76,USD,398.76,2.7,0.1,12/08/2024,0.0,0.0,239.26,3.0,0.0,45.26,0.0,SGS,2.7,0.1,USD,137.73,137.73,0.1,261.03,12/08/2024,12/09/2024,Lucas Silva,+38 212 5657,FE detail Received,Renuka,4511286470,,09:00,11:00,12/20/2024,2,Not Met,Not Met,MET,MET,MET,MET,MET,12/08/2024,12/20/2024,12/08/2024,TASK CLOSE
CHR001001152,Huawei,Huawei - China,China,Project,FEB7530806905,03/02/2024,Mar-2024,03/03/2024,03/03/2024,03/09/2024,03/06/2024,08:30,584.49,USD,584.49,9.2,2.0,03/03/2024,0.0,0.0,0.0,0.0,350.69,38.23,60.0,NSC,9.2,2.0,USD,2.15,2.15,2.0,582.34,03/03/2024,03/04/2024,Rania Mostafa,+80 404 9908,FE detail Received,Renuka,4592748705,,08:30,17:30,03/09/2024,5,MET,MET,Not Met,MET,MET,MET,Not Met,03/03/2024,03/09/2024,03/03/2024,TASK CLOSE
CHR001001153,Airtel Africa,Airtel Africa - USA,USA,BAU,FEB1422512889,11/06/2024,Nov-2024,11/06/2024,11/06/2024,11/15/2024,11/13/2024,18:00,903.7,USD,903.7,15.6,4.8,11/06/2024,0.0,0.0,0.0,0.0,542.22,14.31,144.0,NSC,15.6,4.8,USD,5.68,5.68,4.8,898.02,11/06/2024,11/07/2024,Pedro Alves,+41 240 4567,FE detail Received,Renuka,4548224956,,18:00,23:00,11/15/2024,4,Not Met,MET,MET,Not Met,MET,Not Met,Not Met,11/06/2024,11/15/2024,11/06/2024,TASK CLOSE
